ID,Reference,yyyy,mm,Location,decade,largest.dhufish.kg,Zone.x,...5,Fish.x,number.x,size,largest.dhufish,Unique_ID,waters,Zone.y,Technology,Technology.mentioned.x,Effort.x,method,precision..high..med..low.,latitude,longitude,Fish.y,Details,lgest.spper,units,weight_conversion,largest.jewfish,number.y,n.jewfish,n.spper,Species,me.s,X.Suggested..N.fishers,X.Suggested..N.boats.party,X.Suggested..Time.hrs,X.Suggested..Time.days,Effort.N,Effort.desc,Effort.time,Effort.time.desc,X,X.1,ALYSES,origil_details,details_check,terms,baldchin_groper,blue_groper,dhufish,groper_nondescript,pink_spper,queen_spper,grey_banded_cod,breaksea,whaler_shark,wobbegong,flathead,garfish,grey_nurse,gummy_shark_complex,hammerhead,hapuka,harlequin,herring,john_dory,king_george_whiting,silver_trevally,whiting,great_white,port_jackson,all_sharks,fish_number,max_number,dhu_specific_weight,pink_specific_weight,kg_mentioned,lb_mentioned,both_units,...3,Zone,largest.dhufish.lb,largest.dhufish.length,largest.snapper.lb,largest.snapper.kg,Catches,Technology.mentioned.y,Effort.y,...16
749,20061022_a,2006,10,from two rocks,2001-2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,20061022_b,2006,10,"metro waters, 80m deep",2001-2009,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,20061022_c,2006,10,"south of rottnest, also caught nannygai so deep",2001-2009,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,20071028,2007,10,10m of water out from mindarie,2001-2009,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,20081026,2008,10,out from two rocks,2001-2009,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,20091122,2009,10,off two rocks,2001-2009,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,20101010_a,2010,10,"50m, west of mindarie",2010-2011,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,20101010_b,2010,10,beyond rotto,2010-2011,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,20101107,2010,10,"10m of water, few hundred metres from Geordie Bay",2010-2011,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,20111016_a,2011,10,"50m water, off rotto",2010-2011,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,20111016_b,2011,10,"35-50m, west of garden island",2010-2011,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,19110909WM,1911,9,"Fremantle, Halls Bank",1910-1919,6.350288,nearshore_perth,NA,jewfish,several,largest 14 lb,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,19110909WM,1911,9,"Rottnest Island, south side",1910-1919,17.236496,rottnest_is,NA,jewfish,several,"largest 38 lb, 26 lb, 23 lb",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,19150924WM,1915,9,"Rockingham, Shoalwater Bay",1910-1919,7.257472,safety_bay,NA,jewfish,1,16 lb,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,19300930DN,1930,9,Rottnest Island,1930-1939,18.14368,rottnest_is,boat,jewfish,1,40 lb,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,19520925WA,1952,9,off Rottnest Island,1950-1959,13.267566,rottnest_is,boat,jewfish,5,largest 29.25 lb,29.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,19540923WA,1954,9,"Rottnest Island, West End area",1950-1959,14.968536,rottnest_is,boat,jewfish,2,33 lb & 24 lb,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,19550910DN,1955,9,Rottnest Island,1950-1959,15.422128,rottnest_is,NA,jewfish,NA,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,ST 06091959 p.86,1959,9,Bell Buoy,1950-1959,11.3398,NA,NA,NA,NA,NA,NA,49,coastal,cockburn_sound,Heavy cord line and big sinkers,"cord line, launch 25 ft",1 fisher 25ft launch,boat,high,NA,NA,jewfish,25 lb,NA,lb,0.453592,25,1,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25 lb,25 lb,jewfish 25 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,25,NA,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,ST 11091960 p.62,1960,9,Carc (the reefs at the back of the islands,1960-1969,16.782904,NA,NA,NA,NA,NA,NA,103,coastal,carnac_is,NA,NA,1 fisher from Reefers Club,boat,high,NA,NA,jewfish,37 lb,NA,lb,0.453592,37,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37 lb,37 lb,jewfish 37 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,37,NA,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,ST 11091960 p.62,1960,9,rrow Neck,1960-1969,1.360776,NA,NA,NA,NA,NA,NA,104,midshore,rottnest_is,NA,NA,2 fishers,boat,mid,NA,NA,jewfish,3 lb,NA,lb,0.453592,3,1,1,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 lb,3 lb,jewfish 3 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,3,NA,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,ST 15091963 p.66,1963,9,Rottnest,1960-1969,11.3398,NA,NA,NA,NA,NA,NA,237,midshore,rottnest_is,NA,NA,1 fisher,boat,low,NA,NA,"jewfish, spper",two jewfish 25 lb largest; 22 lb spper,22,lb,0.453592,25,3,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,two jewfish 25 lb largest; 22 lb spper,two  25 lb largest; 22 lb,"jewfish, spper two jewfish 25 lb largest; 22 lb spper",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, spper_3",25,NA,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,ST 29091963 p.50,1963,9,Rottnest,1960-1969,8.164656,NA,NA,NA,NA,NA,NA,239,midshore,rottnest_is,NA,NA,"1 party, Railway Fishing Club",boat,low,NA,NA,"jewfish, spper, morwong","two jewfish, 18 lb largest; spper; morwong",NA,lb,0.453592,18,4,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"two jewfish, 18 lb largest; spper; morwong","two , 18 lb largest; ;","jewfish, spper, morwong two jewfish, 18 lb largest; spper; morwong",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, spper, morwong_4",18,18,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,ST 13091964 p.44,1964,9,Rottnest,1960-1969,15.87572,NA,NA,NA,NA,NA,NA,308,midshore,rottnest_is,NA,NA,Railway Fishing Club outing,boat,low,NA,NA,jewfish,seven jewfish 35 lb largest,NA,lb,0.453592,35,7,7,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,seven jewfish 35 lb largest,seven  35 lb largest,jewfish seven jewfish 35 lb largest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_7,35,NA,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,ST 20091964 p.52,1964,9,"Rottnest, north of",1960-1969,4.53592,NA,NA,NA,NA,NA,NA,310,midshore,offshore_north,NA,NA,Hawthorn Angling Club outing,boat,med,NA,NA,jewfish,"three jewfish, 10 lb largest",NA,lb,0.453592,10,3,3,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"three jewfish, 10 lb largest","three , 10 lb largest","jewfish three jewfish, 10 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_3,10,10,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,ST 12091965 p.33,1965,9,Marmion,1960-1969,11.3398,NA,NA,NA,NA,NA,NA,369,coastal,nearshore_perth,NA,Marmion,2 fishers,boat,med,NA,NA,"grey nurse, jewfish, shark","gey nurse, 122.5 lb, 8 feet; one jewfish, 25.5 lb; one shark",NA,lb,0.453592,25,4,1,0,NA,"Clem Moyle, Dick Langley",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gey nurse, 122.5 lb, 8 feet; one jewfish, 25.5 lb; one shark","gey nurse, 122.5 lb, 8 feet; one , 25.5 lb; one","grey nurse, jewfish, shark gey nurse, 122.5 lb, 8 feet; one jewfish, 25.5 lb; one shark",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"grey nurse, jewfish, shark_4",122.5,25,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,ST 12091965 p.33,1965,9,Marmion,1960-1969,14.514944,NA,NA,NA,NA,NA,NA,370,coastal,nearshore_perth,NA,Marmion,1 fisher,boat,med,NA,NA,jewfish,32 lb jewfish,NA,lb,0.453592,32,1,1,0,NA,"Noel Achimovich, Kingsley Watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32 lb jewfish,32 lb,jewfish 32 lb jewfish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,32,NA,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,ST 12091965 p.33,1965,9,"Rottnest, West end",1960-1969,9.07184,NA,NA,NA,NA,NA,NA,372,midshore,rottnest_is,NA,NA,"Deep Sea Angling Club, formerly the Railway Angling Club",boat,med,NA,NA,"jewfish, queen shapper","seven jewfish, 20 lb largest; four N_valenciennesi",NA,lb,0.453592,20,11,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seven jewfish, 20 lb largest; four queen spper","seven , 20 lb largest; four","jewfish, queen shapper seven jewfish, 20 lb largest; four N_valenciennesi",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, queen shapper_11",20,20,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,ST 19091965 p.79,1965,9,"Rottnest, 1.5 miles from north end",1960-1969,13.60776,NA,NA,NA,NA,NA,NA,373,midshore,rottnest_is,NA,NA,Grosevnor Bluewater Club,boat,high,NA,NA,"jewfish, queen spper, gummy shark","six jewfish, 30 lb largest; two gummy shark, 21 lb largest; two N_valenciennesi, 18 lb largest",NA,lb,0.453592,30,10,6,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"six jewfish, 30 lb largest; two gummy shark, 21 lb largest; two queen spper, 18 lb largest","six , 30 lb largest; two , 21 lb largest; two , 18 lb largest","jewfish, N_valenciennesi, gummy shark six jewfish, 30 lb largest; two gummy shark, 21 lb largest; two N_valenciennesi, 18 lb largest",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"jewfish, queen spper, gummy shark_10",30,30,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,ST 18091966 p.47,1966,9,"Rottnest, north of",1960-1969,12.700576,NA,NA,NA,NA,NA,NA,437,midshore,offshore_north,NA,NA,1 party,boat,med,NA,NA,"jewfish, gummy shark","two jewfish, 28 lb largest; gummy shark, 18 lb",NA,lb,0.453592,28,3,2,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"two jewfish, 28 lb largest; gummy shark, 18 lb","two , 28 lb largest; , 18 lb","jewfish, gummy shark two jewfish, 28 lb largest; gummy shark, 18 lb",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"jewfish, gummy shark_3",28,28,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,ST 10091067 p.42,1967,9,Marmion,1960-1969,9.07184,NA,NA,NA,NA,NA,NA,500,coastal,nearshore_perth,Marmion dinghy fisher,NA,1 fisher in dinghy,boat,NA,NA,NA,"bald chin groper, jewfish, sharks, spper","four baldchin groper; ten sharks, 30 lb largest; three jewfish, 20 lb largest; four spper, 10 lb largest",10,lb,0.453592,20,21,3,4,NA,Bert Freeman,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"four baldchin groper; ten sharks, 30 lb largest; three jewfish, 20 lb largest; four spper, 10 lb largest","four ; ten , 30 lb largest; three , 20 lb largest; four , 10 lb largest","bald chin groper, jewfish, sharks, spper four baldchin groper; ten sharks, 30 lb largest; three jewfish, 20 lb largest; four spper, 10 lb largest",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bald chin groper, jewfish, sharks, spper_21",30,20,10,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,ST 24091967 (no p.),1967,9,Rottnest (off Rottnest),1960-1969,11.3398,NA,NA,NA,NA,NA,NA,502,midshore,rottnest_is,NA,NA,1 party,boat,NA,NA,NA,"jewfish, rock spper","seven jewfish, 25 lb largest; one breaksea",NA,lb,0.453592,25,8,7,0,NA,"Peter Graham, Bill Barrett",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seven jewfish, 25 lb largest; one rock spper","seven , 25 lb largest; one","jewfish, breaksea seven jewfish, 25 lb largest; one breaksea",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, rock spper_8",25,25,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,ST 28091969 p.139,1969,9,Direction Bank (out from Yanchep),1960-1969,19.050864,NA,NA,NA,NA,NA,NA,613,offshore,offshore_north,NA,NA,"3 fishers, 1 boat, 4 trips",boat,NA,NA,NA,"jewfish, spper","eight jewfish, 42 lb largest; eighteen spper",NA,lb,0.453592,42,26,8,18,NA,"Bill Linnett, Jim Moloney, Jack Moloney",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eight jewfish, 42 lb largest; eighteen spper","eight , 42 lb largest; eighteen","jewfish, spper eight jewfish, 42 lb largest; eighteen spper",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, spper_26",42,42,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"ST 07091975, p.98",1975,9,Rottnest,1970-1979,14.65,NA,NA,NA,NA,NA,NA,768,midshore,rottnest_is,NA,NA,NA,boat,NA,NA,NA,jewfish,14.65 kg,NA,kg,1,14.65,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.65 kg,14.65 kg,jewfish 14.65 kg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,14.65,NA,NA,TRUE,FALSE,TRUE_FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,"ST 02091979, p.120",1979,9,"Rottnest, south of",1970-1979,21.7,NA,NA,NA,NA,NA,NA,831,midshore,offshore_south,NA,NA,1 fisher in Cockburn Power Boat club competition,boat,NA,NA,NA,jewfish,21.7 kg,NA,kg,1,21.7,1,1,0,NA,Peter Mitchell,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,21.7 kg,21.7 kg,jewfish 21.7 kg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,21.7,NA,NA,TRUE,FALSE,TRUE_FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,"ST 09091979, p.124",1979,9,Rottnest,1970-1979,10.886208,NA,NA,NA,NA,NA,NA,833,midshore,rottnest_is,Club boat Blue Marlin,NA,"6 fishers, Deepwater Angling Club",boat,NA,NA,NA,jewfish,"twelve jewfish, 24 lb largest",NA,lb,0.453592,24,12,12,0,NA,Bernie Carua,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,"twelve jewfish, 24 lb largest","twelve , 24 lb largest","jewfish twelve jewfish, 24 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_12,24,24,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,"ST 16091979, p.144",1979,9,"Rottnest, north of",1970-1979,13.60776,NA,NA,NA,NA,NA,NA,834,midshore,offshore_north,James Ines,NA,"1 party, West Coast Angling Club",boat,NA,NA,NA,"jewfish, spper, red codm gunrd","seven jewfish, 30 lb largest; four spper; two red cod; two gunrd  'a lot' of red cod and gunrd",NA,lb,0.453592,30,15,7,4,NA,Hank Sewait,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"seven jewfish, 30 lb largest; four pink spper; two red cod; two gunrd [ 'a lot' of] red cod and gunrd","seven , 30 lb largest; four ; two red ; two  [ 'a lot' of] red  and","jewfish, spper, red codm gunrd seven jewfish, 30 lb largest; four pink spper; two red cod; two gunrd [ 'a lot' of] red cod and gunrd",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, spper, red codm gunrd_15",30,30,NA,FALSE,TRUE,FALSE_TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"ST 06091981, p.96",1981,9,Two Rocks (off Two Rocks),1980-1989,13.8,NA,NA,NA,NA,NA,NA,892,midshore,nearshore_north,NA,NA,"1 fisher amongst 36 anglers, 22 boats, Offshore Angling Club",boat,NA,NA,NA,jewfish,"13.8 kg. also: 2.45 kg. part of cach comprising 'the biggest haul of small bronze whaler sharks, whiskeryand gummy sharks seen in years' by 36 anglers in 22 boats, offshore angling club competition",NA,kg,1,13.8,1,1,0,NA,Eddie Rossi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"13.8 kg. also: 2.45 kg. part of cach comprising 'the biggest haul of small bronze whaler sharks, whiskeryand gummy sharks seen in years' by 36 anglers in 22 boats, offshore angling club competition","13.8 kg. also: 2.45 kg. part of cach comprising 'the biggest haul of small  , whiskeryand  seen in years' by 36 anglers in 22 boats, offshore angling club competition","jewfish 13.8 kg. also: 2.45 kg. part of cach comprising 'the biggest haul of small bronze whaler sharks, whiskeryand gummy sharks seen in years' by 36 anglers in 22 boats, offshore angling club competition",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,jewfish_1,36,NA,NA,TRUE,FALSE,TRUE_FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,"ST 20091981, p.103",1981,9,Ocean Reef (out from),1980-1989,18.1,NA,NA,NA,NA,NA,NA,894,midshore,offshore_north,NA,NA,"48 anglers, 29 boats, Offshore Angling Club competition",boat,NA,NA,NA,jewfish,18.1 kg,NA,kg,1,18.1,1,1,0,NA,"Pat Garbutt, Fred Micin",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,18.1 kg,18.1 kg,jewfish 18.1 kg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,18.1,NA,NA,TRUE,FALSE,TRUE_FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
